"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046631","GO:0046631","alpha-beta T cell activation","11/576","157/9381",0.0700636942675159,1.1410894373673,0.455966211619012,0.370064447551524,0.784656388998835,0.696169851590871,"ABL1/CCL19/CD247/CD3D/HSPH1/IL4R/JAK3/LY9/NLRP3/PTPRC/RC3H1",11
"GO:0010720","GO:0010720","positive regulation of cell development","20/576","298/9381",0.0671140939597315,1.09305089485459,0.417505316085379,0.372428892425546,0.784656388998835,0.696169851590871,"BNC1/CCL19/CD74/CRABP2/EGFR/EVI2B/ID2/IL4R/KITLG/KLF10/LPAR3/MME/NLRP3/PRKCH/PTPRC/SLC7A5/SPI1/SPINT1/TM4SF19/TYROBP",20
"GO:0007416","GO:0007416","synapse assembly","8/576","111/9381",0.0720720720720721,1.1737987987988,0.471103546435889,0.372653818944816,0.784656388998835,0.696169851590871,"ABL1/APP/CSMD2/DLG5/DOCK1/NECTIN1/RAC3/ZDHHC12",8
"GO:0002433","GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"ABL1/PTK2",2
"GO:0006517","GO:0006517","protein deglycosylation","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"EDEM3/MAN2B1",2
"GO:0007039","GO:0007039","protein catabolic process in the vacuole","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"LAPTM4B/TPP1",2
"GO:0016226","GO:0016226","iron-sulfur cluster assembly","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"NDUFAB1/NUBP2",2
"GO:0030279","GO:0030279","negative regulation of ossification","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"SFRP1/SRGN",2
"GO:0031163","GO:0031163","metallo-sulfur cluster assembly","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"NDUFAB1/NUBP2",2
"GO:0031445","GO:0031445","regulation of heterochromatin formation","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"MPHOSPH8/RESF1",2
"GO:0032692","GO:0032692","negative regulation of interleukin-1 production","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"CARD8/NLRP3",2
"GO:0032727","GO:0032727","positive regulation of interferon-alpha production","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"TLR4/TLR8",2
"GO:0033622","GO:0033622","integrin activation","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"FBLIM1/PLEK",2
"GO:0035315","GO:0035315","hair cell differentiation","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"GSDME/JAG1",2
"GO:0038096","GO:0038096","Fc-gamma receptor signaling pathway involved in phagocytosis","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"ABL1/PTK2",2
"GO:0043304","GO:0043304","regulation of mast cell degranulation","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"CD84/IL4R",2
"GO:0048663","GO:0048663","neuron fate commitment","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"ID2/NOTCH3",2
"GO:0048741","GO:0048741","skeletal muscle fiber development","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"COL6A1/PLEC",2
"GO:0060147","GO:0060147","regulation of post-transcriptional gene silencing","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"ADAR/TP53",2
"GO:0072540","GO:0072540","T-helper 17 cell lineage commitment","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"JAK3/LY9",2
"GO:1900745","GO:1900745","positive regulation of p38MAPK cascade","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"GADD45A/SPI1",2
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"CYP27A1/TPI1",2
"GO:1904861","GO:1904861","excitatory synapse assembly","2/576","21/9381",0.0952380952380952,1.55109126984127,0.646611218056405,0.372725989270989,0.784656388998835,0.696169851590871,"CSMD2/ZDHHC12",2
"GO:0009100","GO:0009100","glycoprotein metabolic process","17/576","251/9381",0.0677290836653386,1.10306689907039,0.423319878235707,0.373074779704652,0.784991778728477,0.696467419063187,"B3GALNT2/B3GNT5/B4GALT2/CCL19/CCR7/CHP1/CHPF/EDEM3/FBXO2/GALNT18/GALNT3/HBEGF/HEXA/JAK3/MAN2B1/PHLDA1/TUSC3",17
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","12/576","173/9381",0.069364161849711,1.12969653179191,0.440369000813301,0.373757948511647,0.785990941489798,0.697353905174835,"ABL1/ATM/BIRC5/CDC20/EGFR/FOXC1/MUC1/NABP2/PKMYT1/RBBP8/TP53/ZWINT",12
"GO:0051046","GO:0051046","regulation of secretion","21/576","314/9381",0.0668789808917197,1.08922173566879,0.41129332798541,0.373929072091815,0.785990941489798,0.697353905174835,"CD38/CD74/CD84/EDN1/EGFR/F2RL1/GJA1/IL4R/LRRK2/P2RY2/PNKD/RAB3D/S100A10/S100A8/SDC1/SFRP1/SPI1/SPP1/SYT7/TLR4/WLS",21
"GO:0002791","GO:0002791","regulation of peptide secretion","7/576","96/9381",0.0729166666666667,1.18755425347222,0.472410520847032,0.376007902837896,0.788759869092356,0.699810577860057,"CD38/CD74/EGFR/F2RL1/S100A8/SFRP1/SYT7",7
"GO:0019724","GO:0019724","B cell mediated immunity","7/576","96/9381",0.0729166666666667,1.18755425347222,0.472410520847032,0.376007902837896,0.788759869092356,0.699810577860057,"CD74/FCER1G/FCMR/IL4R/PTPRC/SERPING1/TLR8",7
"GO:0071887","GO:0071887","leukocyte apoptotic process","7/576","96/9381",0.0729166666666667,1.18755425347222,0.472410520847032,0.376007902837896,0.788759869092356,0.699810577860057,"CCL19/CCR7/CD74/JAK3/KITLG/LIPA/TP53",7
"GO:0090087","GO:0090087","regulation of peptide transport","7/576","96/9381",0.0729166666666667,1.18755425347222,0.472410520847032,0.376007902837896,0.788759869092356,0.699810577860057,"CD38/CD74/EGFR/F2RL1/S100A8/SFRP1/SYT7",7
"GO:0002822","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","11/576","158/9381",0.069620253164557,1.13386735232068,0.434025347768845,0.378010077571703,0.792558578633384,0.703180902876832,"B2M/CCL19/IL20RB/IL4R/JAK3/NLRP3/PTPRC/PVR/RC3H1/STX7/YWHAG",11
"GO:0051099","GO:0051099","positive regulation of binding","6/576","81/9381",0.0740740740740741,1.20640432098765,0.477164143026826,0.379102876888312,0.793469296672299,0.703988918271699,"ABL1/B2M/FOXC1/IL32/LRRK2/NIBAN2",6
"GO:0030100","GO:0030100","regulation of endocytosis","14/576","205/9381",0.0682926829268293,1.11224593495935,0.415593580533413,0.379580636423328,0.793469296672299,0.703988918271699,"ABL1/ACTG1/APP/B2M/CCDC32/CCL19/CD63/CSK/F2RL1/FCER1G/ITGA2/LRRK2/PTPRC/SYT7",14
"GO:0002062","GO:0002062","chondrocyte differentiation","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"COL3A1/FGFR3/MBOAT2/PTHLH/TSKU",5
"GO:0003231","GO:0003231","cardiac ventricle development","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"DSP/FOXC1/JAG1/PPP1R13L/PTK7",5
"GO:0006672","GO:0006672","ceramide metabolic process","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"ASAH1/ASAH2B/CERS3/HEXA/SPTSSA",5
"GO:0006766","GO:0006766","vitamin metabolic process","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"CYP27A1/LGMN/LIPA/SLC19A2/SLC2A1",5
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"ABL1/ERCC6/MORF4L2/SKP2/SMCHD1",5
"GO:0018210","GO:0018210","peptidyl-threonine modification","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"APP/CHI3L1/GALNT3/LRRK2/ULK1",5
"GO:0045638","GO:0045638","negative regulation of myeloid cell differentiation","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"FSTL3/PAF1/PIAS3/SFRP1/TLR4",5
"GO:0046637","GO:0046637","regulation of alpha-beta T cell differentiation","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"CCL19/IL4R/JAK3/NLRP3/RC3H1",5
"GO:0060761","GO:0060761","negative regulation of response to cytokine stimulus","5/576","66/9381",0.0757575757575758,1.2338226010101,0.487545335923337,0.381666295360413,0.793469296672299,0.703988918271699,"ADAR/CARD8/F2RL1/IL36RN/PTPRC",5
"GO:0010596","GO:0010596","negative regulation of endothelial cell migration","3/576","36/9381",0.0833333333333333,1.35720486111111,0.549195460395137,0.38189181210827,0.793469296672299,0.703988918271699,"DAB2IP/GADD45A/JUP",3
"GO:0030838","GO:0030838","positive regulation of actin filament polymerization","3/576","36/9381",0.0833333333333333,1.35720486111111,0.549195460395137,0.38189181210827,0.793469296672299,0.703988918271699,"CCR7/CDC42EP1/CTTN",3
"GO:0043903","GO:0043903","regulation of biological process involved in symbiotic interaction","3/576","36/9381",0.0833333333333333,1.35720486111111,0.549195460395137,0.38189181210827,0.793469296672299,0.703988918271699,"CD74/F2RL1/TRIM22",3
"GO:0046636","GO:0046636","negative regulation of alpha-beta T cell activation","3/576","36/9381",0.0833333333333333,1.35720486111111,0.549195460395137,0.38189181210827,0.793469296672299,0.703988918271699,"IL4R/JAK3/RC3H1",3
"GO:0051341","GO:0051341","regulation of oxidoreductase activity","3/576","36/9381",0.0833333333333333,1.35720486111111,0.549195460395137,0.38189181210827,0.793469296672299,0.703988918271699,"ABL1/EDN1/SLAMF8",3
"GO:0070509","GO:0070509","calcium ion import","3/576","36/9381",0.0833333333333333,1.35720486111111,0.549195460395137,0.38189181210827,0.793469296672299,0.703988918271699,"FCRL3/MS4A1/PDGFRB",3
"GO:1901524","GO:1901524","regulation of mitophagy","3/576","36/9381",0.0833333333333333,1.35720486111111,0.549195460395137,0.38189181210827,0.793469296672299,0.703988918271699,"CTTN/PARL/TP53",3
"GO:0044242","GO:0044242","cellular lipid catabolic process","10/576","143/9381",0.0699300699300699,1.13891317016317,0.428124856302406,0.38240085627597,0.793730835446564,0.704220963039598,"ABHD12/ASAH1/ASAH2B/CYP1B1/FUCA1/HEXA/LPIN2/M6PR/NAGA/PLA2G7",10
"GO:0045444","GO:0045444","fat cell differentiation","10/576","143/9381",0.0699300699300699,1.13891317016317,0.428124856302406,0.38240085627597,0.793730835446564,0.704220963039598,"ADIRF/CMKLR1/ERAP1/ID2/JAG1/KLF5/LAMB3/MMP11/PLAC8/SFRP1",10
"GO:0070527","GO:0070527","platelet aggregation","4/576","51/9381",0.0784313725490196,1.27736928104575,0.507984671663764,0.383104709732277,0.794395802012424,0.704810940616991,"ACTG1/CD9/HSPB1/PLEK",4
"GO:0140238","GO:0140238","presynaptic endocytosis","4/576","51/9381",0.0784313725490196,1.27736928104575,0.507984671663764,0.383104709732277,0.794395802012424,0.704810940616991,"ACTG1/LRRK2/SYNJ2/SYT7",4
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","11/576","159/9381",0.0691823899371069,1.12673611111111,0.412225032259626,0.385972937625538,0.799684458125922,0.709503189343019,"ABL1/CD109/FST/FSTL3/GIPC1/HTRA1/ITGA3/RGMA/SFRP1/TP53/ZEB2",11
"GO:0009952","GO:0009952","anterior/posterior pattern specification","7/576","97/9381",0.0721649484536082,1.17531142611684,0.443891168590358,0.38623427485155,0.799684458125922,0.709503189343019,"ATM/FOXC1/HES2/HOXD9/SFRP1/TP53/WLS",7
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","7/576","97/9381",0.0721649484536082,1.17531142611684,0.443891168590358,0.38623427485155,0.799684458125922,0.709503189343019,"CCL19/HSPH1/IL4R/JAK3/NLRP3/PTPRC/RC3H1",7
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","14/576","206/9381",0.0679611650485437,1.1068466828479,0.39658802645847,0.386579026396583,0.799998454725797,0.709781776211614,"ADCY6/BCAR1/COL6A1/CSK/CYP1B1/EDN1/GJB2/JAK3/LEPROTL1/LPIN2/PIK3C2A/PTK2/SHC1/YWHAG",14
"GO:0006836","GO:0006836","neurotransmitter transport","6/576","82/9381",0.0731707317073171,1.19169207317073,0.445903557698875,0.390271890374414,0.806248886763347,0.715327340365514,"APP/LRRK2/PNKD/SLC6A8/SNAP23/SYT7",6
"GO:0021987","GO:0021987","cerebral cortex development","6/576","82/9381",0.0731707317073171,1.19169207317073,0.445903557698875,0.390271890374414,0.806248886763347,0.715327340365514,"ADGRG1/COL3A1/DAB2IP/EGFR/SLC2A1/TUBB2A",6
"GO:0000724","GO:0000724","double-strand break repair via homologous recombination","10/576","144/9381",0.0694444444444444,1.13100405092593,0.405180447878736,0.390795541915094,0.806248886763347,0.715327340365514,"ABL1/ATM/ERCC6/MORF4L2/NABP2/RBBP8/SKP2/SMCHD1/TONSL/UHRF1",10
"GO:0051651","GO:0051651","maintenance of location in cell","10/576","144/9381",0.0694444444444444,1.13100405092593,0.405180447878736,0.390795541915094,0.806248886763347,0.715327340365514,"ABL1/CCL19/CCR7/CXCL9/HEXA/PLCD1/PTPRC/S100A8/S100A9/SRGN",10
"GO:0051129","GO:0051129","negative regulation of cellular component organization","31/576","476/9381",0.0651260504201681,1.06067270658263,0.347478440948456,0.39221088381349,0.806248886763347,0.715327340365514,"ADCY6/APP/ATM/B2M/BCL2L2/BIRC5/CARD8/CD38/CDC20/CSK/HSPG2/ITGA3/LMNA/LRRK2/OMA1/PARL/PPFIA1/RGMA/SCAF4/SEMA3F/SMG6/SPP1/TACSTD2/TESK1/TJP1/TMOD3/TP53/TSKU/ULK1/ZDHHC12/ZWINT",31
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","5/576","67/9381",0.0746268656716418,1.21540733830846,0.452561660988179,0.394081675415307,0.806248886763347,0.715327340365514,"DSP/FOXC1/JAG1/PPP1R13L/TP53",5
"GO:0071774","GO:0071774","response to fibroblast growth factor","5/576","67/9381",0.0746268656716418,1.21540733830846,0.452561660988179,0.394081675415307,0.806248886763347,0.715327340365514,"FGFR3/GALNT3/POSTN/SFRP1/TNC",5
"GO:0098771","GO:0098771","inorganic ion homeostasis","19/576","286/9381",0.0664335664335664,1.08196751165501,0.360057114496016,0.394597551736757,0.806248886763347,0.715327340365514,"ABL1/APP/ATOX1/ATP6AP1/B2M/CA12/CCL19/CCR7/CXCL9/EDN1/FTH1/PLCD1/PTPRC/RHCG/S100A8/S100A9/SLC39A4/SNX10/TPT1",19
"GO:0001773","GO:0001773","myeloid dendritic cell activation","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"ITGB6/UBD",2
"GO:0001945","GO:0001945","lymph vessel development","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"FOXC1/PTPN14",2
"GO:0006304","GO:0006304","DNA modification","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"APOBEC3F/CYP1B1",2
"GO:0007632","GO:0007632","visual behavior","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"APP/B4GALT2",2
"GO:0009119","GO:0009119","ribonucleoside metabolic process","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"ADK/UPP1",2
"GO:0030511","GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"GIPC1/ZEB2",2
"GO:0033962","GO:0033962","P-body assembly","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"DDX6/RC3H1",2
"GO:0043243","GO:0043243","positive regulation of protein-containing complex disassembly","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"F2RL1/PLEK",2
"GO:0044090","GO:0044090","positive regulation of vacuole organization","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"MOAP1/ULK1",2
"GO:0044346","GO:0044346","fibroblast apoptotic process","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"SFRP1/TP53",2
"GO:0046475","GO:0046475","glycerophospholipid catabolic process","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"ABHD12/PLA2G7",2
"GO:0051281","GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"ABL1/CXCL9",2
"GO:0055010","GO:0055010","ventricular cardiac muscle tissue morphogenesis","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"DSP/FOXC1",2
"GO:0060119","GO:0060119","inner ear receptor cell development","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"CTHRC1/TSKU",2
"GO:0060966","GO:0060966","regulation of gene silencing by regulatory ncRNA","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"ADAR/TP53",2
"GO:0097106","GO:0097106","postsynaptic density organization","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"CSMD2/ZDHHC12",2
"GO:1901186","GO:1901186","positive regulation of ERBB signaling pathway","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"AFAP1L2/PTK6",2
"GO:1901659","GO:1901659","glycosyl compound biosynthetic process","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"ADK/LCMT2",2
"GO:1903846","GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"GIPC1/ZEB2",2
"GO:2000042","GO:2000042","negative regulation of double-strand break repair via homologous recombination","2/576","22/9381",0.0909090909090909,1.48058712121212,0.577187245876965,0.395048332157759,0.806248886763347,0.715327340365514,"ABL1/SMCHD1",2
"GO:0048469","GO:0048469","cell maturation","7/576","98/9381",0.0714285714285714,1.16331845238095,0.415673271213794,0.396466832239188,0.808745487920708,0.717542397149056,"APP/BNC1/CCL19/EDN1/GJA1/LRRK2/RAC3",7
"GO:0032786","GO:0032786","positive regulation of DNA-templated transcription, elongation","4/576","52/9381",0.0769230769230769,1.25280448717949,0.467537967215914,0.397280872217534,0.809201137976943,0.71794666306274,"ERCC6/MED16/NCBP2/PWWP2B",4
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","4/576","52/9381",0.0769230769230769,1.25280448717949,0.467537967215914,0.397280872217534,0.809201137976943,0.71794666306274,"ABL1/COL6A1/LIPA/LRRK2",4
"GO:0070059","GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","4/576","52/9381",0.0769230769230769,1.25280448717949,0.467537967215914,0.397280872217534,0.809201137976943,0.71794666306274,"APP/DAB2IP/LRRK2/TP53",4
"GO:0001656","GO:0001656","metanephros development","3/576","37/9381",0.0810810810810811,1.32052364864865,0.499623095439834,0.398838697501549,0.809201137976943,0.71794666306274,"DLG5/IRX3/PDGFRB",3
"GO:0009116","GO:0009116","nucleoside metabolic process","3/576","37/9381",0.0810810810810811,1.32052364864865,0.499623095439834,0.398838697501549,0.809201137976943,0.71794666306274,"ADK/DERA/UPP1",3
"GO:0035825","GO:0035825","homologous recombination","3/576","37/9381",0.0810810810810811,1.32052364864865,0.499623095439834,0.398838697501549,0.809201137976943,0.71794666306274,"ATM/RBBP8/UHRF1",3
"GO:0043627","GO:0043627","response to estrogen","3/576","37/9381",0.0810810810810811,1.32052364864865,0.499623095439834,0.398838697501549,0.809201137976943,0.71794666306274,"MME/MMP2/SFRP1",3
"GO:0048644","GO:0048644","muscle organ morphogenesis","3/576","37/9381",0.0810810810810811,1.32052364864865,0.499623095439834,0.398838697501549,0.809201137976943,0.71794666306274,"COL3A1/DSP/FOXC1",3
"GO:0060078","GO:0060078","regulation of postsynaptic membrane potential","3/576","37/9381",0.0810810810810811,1.32052364864865,0.499623095439834,0.398838697501549,0.809201137976943,0.71794666306274,"APP/KCNK1/LRRK2",3
"GO:0071364","GO:0071364","cellular response to epidermal growth factor stimulus","3/576","37/9381",0.0810810810810811,1.32052364864865,0.499623095439834,0.398838697501549,0.809201137976943,0.71794666306274,"DAB2IP/EGFR/FOXC1",3
"GO:0072577","GO:0072577","endothelial cell apoptotic process","3/576","37/9381",0.0810810810810811,1.32052364864865,0.499623095439834,0.398838697501549,0.809201137976943,0.71794666306274,"ABL1/DAB2IP/ICAM1",3
"GO:2001243","GO:2001243","negative regulation of intrinsic apoptotic signaling pathway","6/576","83/9381",0.072289156626506,1.1773343373494,0.415035353624203,0.401437082183972,0.814074317909052,0.722270289299239,"CD74/HSPB1/LRRK2/MUC1/PARL/TPT1",6
"GO:0050807","GO:0050807","regulation of synapse organization","11/576","161/9381",0.0683229813664596,1.11273938923395,0.369038040777299,0.401936738496383,0.814688800191055,0.72281547575928,"ABL1/APP/CDC20/DAB2IP/DLG5/DOCK1/LRRK2/NECTIN1/RAC3/SEMA3F/STRN4",11
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","5/576","68/9381",0.0735294117647059,1.19753370098039,0.418117973044968,0.406475875891695,0.823083848396526,0.730263805429747,"ABL1/GADD45A/HSPB1/JUP/PIK3C2A",5
"GO:2000514","GO:2000514","regulation of CD4-positive, alpha-beta T cell activation","5/576","68/9381",0.0735294117647059,1.19753370098039,0.418117973044968,0.406475875891695,0.823083848396526,0.730263805429747,"CCL19/IL4R/JAK3/NLRP3/RC3H1",5
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","7/576","99/9381",0.0707070707070707,1.15156776094276,0.387749843309213,0.406698622816443,0.823132581499035,0.730307042848338,"CARD8/EFNA3/F3/LAPTM5/LGMN/S100A8/S100A9",7
"GO:0090257","GO:0090257","regulation of muscle system process","8/576","115/9381",0.0695652173913043,1.13297101449275,0.366950712401346,0.410628061712091,0.828996390639158,0.735509583981082,"CTTN/DSC2/DSG2/DSP/EDN1/ITGA2/JUP/LMNA",8
"GO:0010660","GO:0010660","regulation of muscle cell apoptotic process","4/576","53/9381",0.0754716981132075,1.22916666666667,0.427900796242922,0.411402546903091,0.828996390639158,0.735509583981082,"EDN1/LYPD3/SLC7A5/TP53",4
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","4/576","53/9381",0.0754716981132075,1.22916666666667,0.427900796242922,0.411402546903091,0.828996390639158,0.735509583981082,"ATM/NABP2/PKMYT1/RBBP8",4
"GO:0033135","GO:0033135","regulation of peptidyl-serine phosphorylation","4/576","53/9381",0.0754716981132075,1.22916666666667,0.427900796242922,0.411402546903091,0.828996390639158,0.735509583981082,"APP/EGFR/ERCC6/GADD45A",4
"GO:0051306","GO:0051306","mitotic sister chromatid separation","4/576","53/9381",0.0754716981132075,1.22916666666667,0.427900796242922,0.411402546903091,0.828996390639158,0.735509583981082,"ATM/BIRC5/CDC20/ZWINT",4
"GO:0060760","GO:0060760","positive regulation of response to cytokine stimulus","4/576","53/9381",0.0754716981132075,1.22916666666667,0.427900796242922,0.411402546903091,0.828996390639158,0.735509583981082,"CD74/EDN1/LAPTM5/TLR4",4
"GO:0031348","GO:0031348","negative regulation of defense response","12/576","178/9381",0.0674157303370786,1.09796348314607,0.337487342491758,0.411825240485444,0.828996390639158,0.735509583981082,"ADAR/AOAH/FGL2/IL20RB/MVK/NLRP3/PPP1R13L/PTPRC/SERPINB4/SERPING1/SFN/SLAMF8",12
"GO:0006090","GO:0006090","pyruvate metabolic process","6/576","84/9381",0.0714285714285714,1.16331845238095,0.384548803277594,0.412589650025204,0.828996390639158,0.735509583981082,"APP/BPGM/COL6A1/HK3/LIPA/TPI1",6
"GO:0009154","GO:0009154","purine ribonucleotide catabolic process","6/576","84/9381",0.0714285714285714,1.16331845238095,0.384548803277594,0.412589650025204,0.828996390639158,0.735509583981082,"APP/BPGM/COL6A1/HK3/LIPA/TPI1",6
"GO:0050770","GO:0050770","regulation of axonogenesis","6/576","84/9381",0.0714285714285714,1.16331845238095,0.384548803277594,0.412589650025204,0.828996390639158,0.735509583981082,"CRABP2/LPAR3/RGMA/SEMA3F/SPP1/ULK1",6
"GO:2000060","GO:2000060","positive regulation of ubiquitin-dependent protein catabolic process","6/576","84/9381",0.0714285714285714,1.16331845238095,0.384548803277594,0.412589650025204,0.828996390639158,0.735509583981082,"CDC20/CSNK1E/LAPTM5/LRRK2/PTK2/SH3RF2",6
"GO:2001056","GO:2001056","positive regulation of cysteine-type endopeptidase activity","6/576","84/9381",0.0714285714285714,1.16331845238095,0.384548803277594,0.412589650025204,0.828996390639158,0.735509583981082,"CARD8/F3/LAPTM5/LGMN/S100A8/S100A9",6
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","13/576","194/9381",0.0670103092783505,1.09136060996564,0.328867515978842,0.413388688389969,0.828996390639158,0.735509583981082,"ABL1/BEX4/BIRC3/CDC20/CHP1/FBXO2/LAPTM5/LRRK2/NXN/PIAS3/SH3RF2/SKP2/USP4",13
"GO:0006687","GO:0006687","glycosphingolipid metabolic process","3/576","38/9381",0.0789473684210526,1.28577302631579,0.451458504520948,0.415655361750646,0.828996390639158,0.735509583981082,"B3GNT5/HEXA/M6PR",3
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","3/576","38/9381",0.0789473684210526,1.28577302631579,0.451458504520948,0.415655361750646,0.828996390639158,0.735509583981082,"ATM/SMG6/TP53",3
